
开始运行: pipeline_countdown.py
 切换到门店：Woolworths Avonhead

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
 共找到 109 个商品
[Egg] Woodland Eggs Free Range Size 6 Carton 10pack | 总价: 7.9|总数量：10pk | 单位价: 0.79 单位： ea | Promo: 1
[Meat] Hellers Sausages Old Fashioned Beef 6pack | 总价: 10.75|总数量：kg | 单位价: 22.4 单位： kg | Promo: 1
[Meat] Hellers Burger Patties Mini Beef 300g | 总价: 8.0|总数量：kg | 单位价: 26.67 单位： kg | Promo: 0
[Meat] Woolworths NZ Sausages Beef Breakfast 375g Tray 10pack | 总价: 8.0|总数量：kg | 单位价: 21.33 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Sirloin Steak Porterhouse Grass Fed Large Tray Min Order 650g | 总价: 37.9|总数量：kg | 单位价: 37.9 单位： kg | Promo: 0
[Meat] Woolworths Beef Mince Large Tray Value Pk Min Order 1kg | 总价: 18.9|总数量：kg | 单位价: 18.9 单位： kg | Promo: 0
[Meat] Silver Fern Farms Honest Beef Burgers With Smoky Caramelized Onion 2 Pack 500g | 总价: 13.45|总数量：kg | 单位价: 26.9 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Chuck Steak Diced Grass Fed 340g Tray | 总价: 8.0|总数量：kg | 单位价: 23.53 单位： kg | Promo: 0
[Meat] Woolworths NZ Corned Beef Silverside Grass Fed Min Order 1kg | 总价: 17.9|总数量：kg | 单位价: 17.9 单位： kg | Promo: 0
[Meat] Silver Fern Farms Beef Flat-Iron Steaks 220g | 总价: 12.1|总数量：kg | 单位价: 55.0 单位： kg | Promo: 1
[Meat] Woolworths Sausages Angus Beef 450g Tray 6pack | 总价: 9.9|总数量：kg | 单位价: 22.0 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Rump Steak Whole Min Order 5kg | 总价: 16.9|总数量：kg | 单位价: 16.9 单位： kg | Promo: 1
[Meat] Woolworths Beef Meatballs Grass Fed Beef NZ 20-Pack 400g | 总价: 10.75|总数量：kg | 单位价: 26.88 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Schnitzel 2pack Grass Fed Small Tray Min Order 250g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Meat Street Beef Grill Steaks 3pk 360g | 总价: 8.0|总数量：kg | 单位价: 22.22 单位： kg | Promo: 0
[Meat] Hellers Burger Patties Angus 454g 4pack | 总价: 12.95|总数量：kg | 单位价: 28.52 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Cross Cut Blade Steak Grass Fed Medium Tray Min Order 700g | 总价: 24.6|总数量：kg | 单位价: 24.6 单位： kg | Promo: 0
[Meat] Meat Street Burger Patties Classic Beef 320g 4pack | 总价: 8.0|总数量：kg | 单位价: 25.0 单位： kg | Promo: 0
[Meat] First Light Sausages Wagyu Beef 420g | 总价: 11.6|总数量：kg | 单位价: 27.62 单位： kg | Promo: 1
[Meat] Woolworths Scotch Fillet Steak Rib Eye Small Tray Min Order 500g | 总价: 43.9|总数量：kg | 单位价: 43.9 单位： kg | Promo: 0
[Meat] Woolworths Beef Mince Prime Large Tray 700g Min Order | 总价: 17.75|总数量：kg | 单位价: 17.75 单位： kg | Promo: 1
[Meat] Silver Fern Farms Honest Lamb Burgers With Apple & Mint 2 Pack 500g | 总价: 13.45|总数量：kg | 单位价: 26.9 单位： kg | Promo: 1
[Meat] First Light Burger Patties Wagyu Beef 400g | 总价: 14.35|总数量：kg | 单位价: 35.88 单位： kg | Promo: 0
[Meat] Silver Fern Farms Honest Beef & Lamb Burgers With Manuka Smoked Salt 4 Pack 500g | 总价: 13.45|总数量：kg | 单位价: 26.9 单位： kg | Promo: 1
[Meat] Woolworths Angus Beef Mince Premium NZ Min Order 600g | 总价: 31.9|总数量：kg | 单位价: 31.9 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Schnitzel Crumbed 2pack Grass Fed Min Order 300g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Sausages Spicy Chorizo Style 450g Tray 6pack | 总价: 10.95|总数量：kg | 单位价: 24.33 单位： kg | Promo: 0
[Meat] Woolworths Scotch Fillet Rib Eye Steak Large Tray | 总价: 43.9|总数量：kg | 单位价: 43.9 单位： kg | Promo: 0
[Meat] Woolworths Sausages Angus Beef Hickory 450g Tray 6pack | 总价: 9.9|总数量：kg | 单位价: 22.0 单位： kg | Promo: 1
[Meat] Woolworths NZ Sausages Cheesy Beef 450g Tray 6pack | 总价: 10.95|总数量：kg | 单位价: 24.33 单位： kg | Promo: 0
[Meat] Woolworths Meatballs Pork & Beef 400g | 总价: 10.75|总数量：kg | 单位价: 26.88 单位： kg | Promo: 0
[Meat] First Light NZ Beef Rump Steak Grass Fed Wagyu 250g Tray | 总价: 13.0|总数量：kg | 单位价: 52.0 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Scotch Fillet Steak Whole Min Order 3.5kg | 总价: 32.9|总数量：kg | 单位价: 32.9 单位： kg | Promo: 1
[Meat] Hellers Meatballs Pork 400g | 总价: 10.5|总数量：kg | 单位价: 26.25 单位： kg | Promo: 1
[Meat] Woolworths Burger Patties Prime 400g 4pack | 总价: 12.95|总数量：kg | 单位价: 32.38 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Chuck Steak Grass Fed Medium Tray Min Order 700g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Stir Fry Premium Grass Fed Min Order 200g | 总价: 30.5|总数量：kg | 单位价: 30.5 单位： kg | Promo: 0
[Meat] Meat Street Beef Grill Sticks Steakhouse 5pk 300g | 总价: 8.0|总数量：kg | 单位价: 26.67 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Eye Fillet Steak Whole Min Order 2kg | 总价: 40.9|总数量：kg | 单位价: 40.9 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Diced Premium Grass Fed Min Order 650g | 总价: 30.5|总数量：kg | 单位价: 30.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Sirloin Steak Whole Min Order 3.5kg | 总价: 28.7|总数量：kg | 单位价: 28.7 单位： kg | Promo: 1
[Meat] Beak & Sons Beef Casserole Beef & Ale 600g | 总价: 14.99|总数量：kg | 单位价: 24.98 单位： kg | Promo: 0
[Meat] Woolworths Angus Beef Mince Premium 350g | 总价: 8.9|总数量：kg | 单位价: 25.43 单位： kg | Promo: 0
分类 [Meat] 商品信息打印完毕

 共找到 20 个商品
[Meat] Woolworths NZ Beef Bbq Steak Tenderised Grass Fed Min Order 900g | 总价: 29.5|总数量：kg | 单位价: 29.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Blade Steak Grass Fed Medium Tray Min Order 800g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Beak & Sons Beef Brisket Bourbon Prepacked 600g | 总价: 24.95|总数量：kg | 单位价: 41.58 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Stir Fry Angus Grass Fed Min Order 500g | 总价: 32.5|总数量：kg | 单位价: 32.5 单位： kg | Promo: 0
[Meat] Woolworths Burger Patties Angus Beef & Pale Ale 400g 4pack | 总价: 12.95|总数量：kg | 单位价: 32.38 单位： kg | Promo: 0
[Meat] Woolworths Lamb Chops Neck Medium Tray Min Order 800g | 总价: 21.5|总数量：kg | 单位价: 21.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Diced Premium Angus Grass Fed Min Order 600g | 总价: 31.9|总数量：kg | 单位价: 31.9 单位： kg | Promo: 0
[Meat] Woolworths Angus Beef Scotch Fillet Steak Finest NZ Min Order 500g | 总价: 51.9|总数量：kg | 单位价: 51.9 单位： kg | Promo: 0
[Meat] First Light Venison Meatballs 400g | 总价: 12.45|总数量：kg | 单位价: 31.13 单位： kg | Promo: 0
[Meat] Northlands Burger Patties 600g 6pack | 总价: 14.95|总数量：kg | 单位价: 24.92 单位： kg | Promo: 0
[Meat] Beak & Sons Beef Curry Indian 600g | 总价: 14.99|总数量：kg | 单位价: 24.98 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Roast Bolar Grass Fed Per Kg | 总价: 24.9|总数量：kg | 单位价: 24.9 单位： kg | Promo: 0
[Meat] Woolworths Beef Mince Premium Pack 500g | 总价: 11.45|总数量：kg | 单位价: 22.9 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Roast Topside Grass Fed Min Order 1kg | 总价: 25.9|总数量：kg | 单位价: 25.9 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef T-Bone Steak Grass Fed Medium Tray Min Order 700g | 总价: 41.9|总数量：kg | 单位价: 41.9 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Roast Rump Grass Fed Min Order 900g | 总价: 29.9|总数量：kg | 单位价: 29.9 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Shin Grass Fed Bone In Min Order 400g | 总价: 22.5|总数量：kg | 单位价: 22.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Casserole Topside Grass Fed Min Order 700g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Woolworths Beef Stewing Gravy Beef Value Pack Min Order 1kg | 总价: 26.5|总数量：kg | 单位价: 26.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Gravy Beef Grass Feed Min Order 900g | 总价: 26.5|总数量：kg | 单位价: 26.5 单位： kg | Promo: 0
分类 [Meat] 商品信息打印完毕

已到最后一页，停止翻页

 正在爬取分类：Meat - https://www.woolworths.co.nz/shop/browse/meat-poultry/lamb
 共找到 26 个商品
[Meat] Hellers Sausages London Pride 6pack | 总价: 8.9|总数量：kg | 单位价: 18.54 单位： kg | Promo: 1
[Meat] Woolworths Lamb Leg Frozen Bone In Min Order 2.7kg | 总价: 17.9|总数量：kg | 单位价: 17.9 单位： kg | Promo: 0
[Meat] Woolworths Boneless Lamb Leg Frozen Min Order 1.4kg | 总价: 20.9|总数量：kg | 单位价: 20.9 单位： kg | Promo: 0
[Meat] Hellers Sausages NZ Lamb & Thyme 6pack | 总价: 11.95|总数量：kg | 单位价: 28.45 单位： kg | Promo: 0
[Meat] Woolworths Lamb Roast Leg | 总价: 13.9|总数量：kg | 单位价: 13.9 单位： kg | Promo: 1
[Meat] Meat Street Lamb Grill Sticks Doner Kebab 5pk 300g | 总价: 8.0|总数量：kg | 单位价: 26.67 单位： kg | Promo: 0
[Meat] Woolworths NZ Sausages Lamb Herb & Garlic 450g Tray 6pack | 总价: 10.95|总数量：kg | 单位价: 24.33 单位： kg | Promo: 0
[Meat] Silver Fern Farms Lamb Rumps 400g | 总价: 17.35|总数量：kg | 单位价: 43.38 单位： kg | Promo: 0
[Meat] Woolworths Lamb Chops Shoulder Bbq 2 Piece Min Order 500g | 总价: 19.95|总数量：kg | 单位价: 19.95 单位： kg | Promo: 0
[Meat] Meat Street Lamb Grill Steaks 3pk 360g | 总价: 8.0|总数量：kg | 单位价: 22.22 单位： kg | Promo: 0
[Meat] Woolworths Lamb Mince Prime Medium Tray Min Order 400g | 总价: 26.9|总数量：kg | 单位价: 26.9 单位： kg | Promo: 0
[Meat] Meat Street Lamb Grill Sticks Oriental Mint 5pk 300g | 总价: 8.0|总数量：kg | 单位价: 26.67 单位： kg | Promo: 0
[Meat] Woolworths Lamb Chops Loin Medium Tray Min Order 500g | 总价: 29.95|总数量：kg | 单位价: 29.95 单位： kg | Promo: 0
[Meat] Woolworths Lamb Leg Butterflied Rosemary & Garlic Prepacked 400g | 总价: 21.3|总数量：kg | 单位价: 53.25 单位： kg | Promo: 0
[Meat] Woolworths Lamb Chops Shoulder Marinated Min Order 500g | 总价: 19.95|总数量：kg | 单位价: 19.95 单位： kg | Promo: 0
[Meat] Woolworths Sausages Lamb, Manuka Honey & Rosemary 450g Tray 6pack | 总价: 9.9|总数量：kg | 单位价: 22.0 单位： kg | Promo: 1
[Meat] Hellers Sausages New Yorker Porker 6pack | 总价: 9.85|总数量：kg | 单位价: 20.52 单位： kg | Promo: 1
[Meat] Woolworths Lamb Steaks Boneless Leg Small Tray Min Order 500g | 总价: 34.9|总数量：kg | 单位价: 34.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Chops Loin Small Tray Min Order 500g | 总价: 29.95|总数量：kg | 单位价: 29.95 单位： kg | Promo: 0
[Meat] Woolworths Lamb Chops Neck Medium Tray Min Order 800g | 总价: 21.5|总数量：kg | 单位价: 21.5 单位： kg | Promo: 0
[Meat] Woolworths Lamb Diced Small Tray Min Order 500g | 总价: 38.5|总数量：kg | 单位价: 38.5 单位： kg | Promo: 0
[Meat] Woolworths Lamb Leg Butterfly | 总价: 39.9|总数量：kg | 单位价: 39.9 单位： kg | Promo: 0
[Meat] Beak & Sons Lamb Shanks Garlic & Rosemary Min Order 750g | 总价: 27.8|总数量：kg | 单位价: 27.8 单位： kg | Promo: 1
[Meat] Woolworths Lamb Knuckles Gourmet Medium Pk Min Order 800g | 总价: 26.9|总数量：kg | 单位价: 26.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Knuckles Gourmet 2 Pce Vac Pack Min Order 700g | 总价: 26.9|总数量：kg | 单位价: 26.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Rack NZ Skin On | 总价: 49.95|总数量：kg | 单位价: 49.95 单位： kg | Promo: 0
分类 [Meat] 商品信息打印完毕

 切换到门店：Woolworths New Brighton

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
 共找到 103 个商品
[Egg] Woodland Eggs Free Range Size 6 Carton 10pack | 总价: 7.9|总数量：10pk | 单位价: 0.79 单位： ea | Promo: 1
[Egg] Woodland Eggs Free Range Size 7 Carton 10pack | 总价: 9.95|总数量：10pk | 单位价: 1.0 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Mixed Grade Tray 20pack | 总价: 15.2|总数量：20pk | 单位价: 0.76 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 6 Carton 12pack | 总价: 8.4|总数量：12pk | 单位价: 0.7 单位： ea | Promo: 1
[Egg] Macro Eggs Free Range Mixed Grade Carton 12pack | 总价: 9.9|总数量：12pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Mixed Grade Carton 12pack | 总价: 8.5|总数量：12pk | 单位价: 0.71 单位： ea | Promo: 0
[Egg] Henergy Eggs Cage Free Size 6 Carton 12pack | 总价: 10.5|总数量：12pk | 单位价: 0.88 单位： ea | Promo: 0
[Egg] Henergy Eggs Cage Free Size 7 Carton 12pack | 总价: 10.8|总数量：12pk | 单位价: 0.9 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Mixed Grade Carton 18pack | 总价: 15.0|总数量：18pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Mixed Grade Carton 12pack | 总价: 8.9|总数量：12pk | 单位价: 0.74 单位： ea | Promo: 1
[Egg] Otaika Valley Eggs Free Range Mixed Grade Carton 6pack | 总价: 5.0|总数量：6pk | 单位价: 0.83 单位： ea | Promo: 1
[Egg] Farmer Brown Eggs Cage Free Barn Size 7 Carton 12pack | 总价: 10.95|总数量：12pk | 单位价: 0.91 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 7 Carton 12pack | 总价: 11.2|总数量：12pk | 单位价: 0.93 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 6 Carton 18pack | 总价: 14.99|总数量：18pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Otaika Valley Eggs Free Range Size 7 Carton 6pack | 总价: 7.49|总数量：6pk | 单位价: 1.25 单位： ea | Promo: 0
[Egg] New Day Eggs Free Range Mixed Grade Carton 12pack | 总价: 9.2|总数量：12pk | 单位价: 0.77 单位： ea | Promo: 1
[Egg] Woolworths Eggs Barn Size 7 Carton 12pack | 总价: 9.45|总数量：12pk | 单位价: 0.79 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 7 Carton 18pack | 总价: 16.5|总数量：18pk | 单位价: 0.92 单位： ea | Promo: 0
[Egg] Woodland Eggs Free Range Size 7 Carton 6pack | 总价: 6.69|总数量：6pk | 单位价: 1.12 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 7 Carton 18pack | 总价: 15.3|总数量：18pk | 单位价: 0.85 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 7 Carton 12pack | 总价: 8.6|总数量：12pk | 单位价: 0.72 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 6 Carton 12pack | 总价: 8.45|总数量：12pk | 单位价: 0.7 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Mixed Grade Carton 6pack | 总价: 5.2|总数量：6pk | 单位价: 0.87 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 7 Carton 6pack | 总价: 6.3|总数量：6pk | 单位价: 1.05 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Size 7 Carton 12pack | 总价: 12.5|总数量：12pk | 单位价: 1.04 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Size 8 Carton 10pack | 总价: 11.5|总数量：10pk | 单位价: 1.15 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 8 Carton 10pack | 总价: 10.0|总数量：10pk | 单位价: 1.0 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 6 Carton 18pack | 总价: 12.25|总数量：18pk | 单位价: 0.68 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 7 Carton 6pack | 总价: 5.5|总数量：6pk | 单位价: 0.92 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 8 Carton 10pack | 总价: 11.2|总数量：10pk | 单位价: 1.12 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Size 7 Carton 6pack | 总价: 6.4|总数量：6pk | 单位价: 1.07 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 7 Carton 18pack | 总价: 13.2|总数量：18pk | 单位价: 0.73 单位： ea | Promo: 0
[Egg] Bowalley Eggs Free Range Mixed Grade Carton 10pack | 总价: 7.99|总数量：10pk | 单位价: 0.8 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 7 Carton 18pack | 总价: 16.79|总数量：18pk | 单位价: 0.93 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 8 Carton 10pack | 总价: 8.45|总数量：10pk | 单位价: 0.85 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 8 Carton 6pack | 总价: 6.49|总数量：6pk | 单位价: 1.08 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 7 Carton 6pack | 总价: 5.79|总数量：6pk | 单位价: 0.97 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 8 Carton 6pack | 总价: 6.45|总数量：6pk | 单位价: 1.08 单位： ea | Promo: 0
分类 [Egg] 商品信息打印完毕


 正在爬取分类：Milk - https://www.woolworths.co.nz/shop/browse/fridge-deli/milk/full-cream-milk
 共找到 29 个商品
[Milk] Woolworths Milk Standard Bottle 3L | 总价: 6.65|总数量：3l | 单位价: 2.22 单位： L | Promo: 0
[Milk] Woolworths Milk Standard Bottle 2L | 总价: 4.38|总数量：2l | 单位价: 2.19 单位： L | Promo: 0
[Milk] Woolworths Milk Standard Bottle 1L | 总价: 2.95|总数量：1l | 单位价: 2.95 单位： L | Promo: 0
[Milk] Anchor Milk Standard Blue Bottle 1L | 总价: 3.39|总数量：1l | 单位价: 3.39 单位： L | Promo: 0
[Milk] Anchor Milk Standard Blue Bottle 3L | 总价: 8.36|总数量：3l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Bottle 2L | 总价: 5.58|总数量：2l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Fresha Valley Milk Standard A2 Bottle 2L | 总价: 6.57|总数量：2l | 单位价: 3.29 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Bottle 1L | 总价: 3.38|总数量：1l | 单位价: 3.38 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Farmhouse- Full Cream Bottle 2L | 总价: 6.89|总数量：2l | 单位价: 3.45 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Carton 300mL | 总价: 1.64|总数量：300ml | 单位价: 5.47 单位： L | Promo: 0
[Milk] Anchor A2 Milk Standard Blue Bottle 2L | 总价: 7.48|总数量：2l | 单位价: 3.74 单位： L | Promo: 0
[Milk] Lewis Road Creamery Milk Organic Homogenised Bottle 1.5L | 总价: 7.39|总数量：1.5l | 单位价: 4.93 单位： L | Promo: 0
[Milk] Lewis Road Creamery Milk Organic Non-Homogenised Bottle 1.5L | 总价: 7.39|总数量：1.5l | 单位价: 4.93 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Homogenised Bottle 750mL | 总价: 3.85|总数量：750ml | 单位价: 5.13 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Bottle 3L | 总价: 8.38|总数量：3l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Macro Milk Standard Organic Full Cream Bottle 1L | 总价: 5.1|总数量：1l | 单位价: 5.1 单位： L | Promo: 0
[Milk] Lewis Road Creamery Milk Jersey Non Homogenised Bottle 1.5L | 总价: 6.75|总数量：1.5l | 单位价: 4.5 单位： L | Promo: 0
[Milk] Woolworths Milk Standard Non Homogenised Bottle 1L | 总价: 3.99|总数量：1l | 单位价: 3.99 单位： L | Promo: 0
[Milk] Lewis Road Creamery Milk Jersey Homogenised Bottle 1.5L | 总价: 6.75|总数量：1.5l | 单位价: 4.5 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Carton 600mL | 总价: 2.69|总数量：600ml | 单位价: 4.48 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Organic Standard Bottle 2L | 总价: 6.93|总数量：2l | 单位价: 3.47 单位： L | Promo: 1
[Milk] Lewis Road Creamery Milk A2 Protein Homogenised Bottle 1.5L | 总价: 7.25|总数量：1.5l | 单位价: 4.83 单位： L | Promo: 0
[Milk] Fresha Valley Milk Barista Bottle 2L | 总价: 5.49|总数量：2l | 单位价: 2.75 单位： L | Promo: 0
[Milk] Naturalea Organic Milk Organic Whole Carton 1L | 总价: 4.88|总数量：1l | 单位价: 4.88 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Standard Non Homogenised Bottle 1.5L | 总价: 6.65|总数量：1.5l | 单位价: 4.43 单位： L | Promo: 0
